NC_000853.1	Thermotoga maritima
NZ_CP013773.1	Piscirickettsia salmonis
NZ_CP013778.1	Piscirickettsia salmonis
NZ_CP013781.1	Piscirickettsia salmonis
NZ_CP013786.1	Piscirickettsia salmonis
NZ_CP013796.1	Piscirickettsia salmonis
NZ_CP013801.1	Piscirickettsia salmonis
NZ_CP013806.1	Piscirickettsia salmonis
NZ_CP013816.1	Piscirickettsia salmonis
NZ_CP013826.1	Vibrio parahaemolyticus
NZ_CP013827.1	Vibrio parahaemolyticus
NZ_CP013828.1	Ruminiclostridium thermocellum
NZ_CP013831.1	Escherichia coli
NZ_CP013835.1	Escherichia coli
NZ_CP013838.1	Streptococcus pyogenes
NZ_CP013839.1	Streptococcus pyogenes
NZ_CP013840.1	Streptococcus pyogenes
NZ_CP013854.1	Pseudonocardia sp.
NZ_CP013859.1	Microbacterium sp.
NZ_CP013861.1	Pseudomonas fragi
NZ_CP013862.1	Lentibacillus amyloliquefaciens
NZ_CP013908.1	Streptococcus agalactiae
NZ_CP013909.1	Hymenobacter sedentarius
NZ_CP013910.1	Deinococcus actinosclerus
NZ_CP013911.1	Staphylococcus haemolyticus
NZ_CP013913.1	Serratia fonticola
NZ_CP013916.1	Sphingomonas sp.
NZ_CP013919.1	Listeria monocytogenes
NZ_CP013921.1	Lactobacillus paracasei
NZ_CP013923.1	Achromobacter denitrificans
NZ_CP013924.1	Acinetobacter baumannii
NZ_CP013926.1	Alteromonas stellipolaris
NZ_CP013928.1	Alteromonas mediterranea
NZ_CP013932.1	Alteromonas sp.
NZ_CP013936.1	Weissella cibaria
NZ_CP013939.1	Streptococcus thermophilus
NZ_CP013940.1	Cronobacter malonaticus
NZ_CP013944.1	Piscirickettsia salmonis
NZ_CP013949.1	Bradyrhizobium sp.
NZ_CP013950.1	Bacillus sp.
NZ_CP013953.1	Staphylococcus aureus
NZ_CP013955.1	Staphylococcus aureus
NZ_CP013957.1	Staphylococcus aureus
NZ_CP013961.1	Xanthomonas oryzae
NZ_CP013965.1	Aeromonas hydrophila
NZ_CP013975.1	Piscirickettsia salmonis
NZ_CP013979.1	Agromyces aureus
NZ_CP013980.1	Staphylococcus equorum
NZ_CP013984.1	Bacillus subtilis
NZ_CP013987.1	Pseudomonas oryzihabitans
NZ_CP013988.1	Aerococcus urinaeequi
NZ_CP013989.1	Pseudomonas aeruginosa
NZ_CP013990.1	Leclercia adecarboxylata
NZ_CP013991.1	Corynebacterium glutamicum
NZ_CP013992.1	Flavobacterium columnare
NZ_CP013993.1	Pseudomonas aeruginosa
NZ_CP013994.1	Enterococcus faecium
NZ_CP013997.1	Pseudomonas monteilii
NZ_CP013998.1	Synechococcus sp.
NZ_CP014004.1	Klebsiella pneumoniae
NZ_CP014007.1	Kosakonia oryzae
NZ_CP014008.1	Klebsiella pneumoniae
NZ_CP014010.1	Klebsiella pneumoniae
NZ_CP014022.1	Staphylococcus lugdunensis
NZ_CP014139.1	Streptococcus pyogenes
NZ_CP014140.1	Aneurinibacillus sp.
NZ_CP014141.1	Thermus parvatiensis
NZ_CP014143.1	Microbulbifer sp.
NZ_CP014144.1	Streptococcus salivarius
NZ_CP014145.1	Microterricola viridarii
NZ_CP014148.1	Clostridium botulinum
NZ_CP014158.1	Pseudomonas citronellolis
NZ_CP014159.1	Aerococcus christensenii
NZ_CP014160.1	Aerococcus sanguinicola
NZ_CP014161.1	Aerococcus urinae
NZ_CP014162.1	Aerococcus urinaeequi
NZ_CP014163.1	Aerococcus urinaehominis
NZ_CP014164.1	Aerococcus viridans
NZ_CP014166.1	Bacillus subtilis
NZ_CP014167.1	Paenibacillus yonginensis
NZ_CP014168.1	Sphingomonas panacis
NZ_CP014170.1	Clostridium tyrobutyricum
NZ_CP014179.1	Bacillus anthracis
NZ_CP014196.1	Arthrobacter sp.
NZ_CP014206.1	Pseudodesulfovibrio indicus
NZ_CP014207.1	Pantoea ananatis
NZ_CP014209.1	Isoptericola dokdonensis
NZ_CP014215.1	Acinetobacter baumannii
NZ_CP014222.1	Janthinobacterium sp.
NZ_CP014223.1	[Clostridium] propionicum
NZ_CP014224.1	Wenyingzhuangia fucanilytica
NZ_CP014225.1	Escherichia coli
NZ_CP014226.1	Halomonas chromatireducens
NZ_CP014227.1	Capnocytophaga haemolytica
NZ_CP014228.1	Actinomyces radicidentis
NZ_CP014229.1	Desulfovibrio fairfieldensis
NZ_CP014230.1	Desulfomicrobium orale
NZ_CP014231.1	Leptotrichia sp.
NZ_CP014232.1	Actinomyces oris
NZ_CP014233.1	Gemella sp.
NZ_CP014234.1	Moraxella osloensis
NZ_CP014239.1	Selenomonas sp.
NZ_CP014241.1	Bifidobacterium angulatum
NZ_CP014250.1	Listeria monocytogenes
NZ_CP014252.1	Listeria monocytogenes
NZ_CP014256.1	Legionella pneumophila
NZ_CP014257.1	Legionella pneumophila
NZ_CP014259.1	Agrobacterium tumefaciens
NZ_CP014260.1	Agrobacterium tumefaciens
NZ_CP014261.1	Listeria monocytogenes
NZ_CP014262.1	Pseudomonas corrugata
NZ_CP014263.1	Spirosoma montaniterrae
NZ_CP014264.1	Streptococcus sp.
NZ_CP014268.2	Escherichia coli
NZ_CP014269.1	Escherichia coli
NZ_CP014270.1	Escherichia coli
NZ_CP014272.1	Escherichia coli
NZ_CP014274.1	Stenotrophomonas sp.
NZ_CP014275.1	Martelella sp.
NZ_CP014279.1	Corynebacterium stationis
NZ_CP014281.1	Mycoplasma canis
NZ_CP014282.1	Bacillus thuringiensis
NZ_CP014301.1	Bosea sp.
NZ_CP014304.1	Hymenobacter sp.
NZ_CP014306.1	Burkholderia sp.
NZ_CP014307.1	Burkholderia sp.
NZ_CP014313.1	Microbacterium sp.
NZ_CP014314.1	Escherichia coli
NZ_CP014316.1	Escherichia coli
NZ_CP014322.1	Alteromonas addita
NZ_CP014323.1	Alteromonas macleodii
NZ_CP014326.1	Streptococcus mitis
NZ_CP014327.1	Halocynthiibacter arcticus
NZ_CP014332.1	Weissella jogaejeotgali
NZ_CP014334.1	Fervidobacterium islandicum
NZ_CP014335.1	Geobacillus thermoleovorans
NZ_CP014341.1	Corynebacterium pseudotuberculosis
NZ_CP014342.1	Geobacillus subterraneus
NZ_CP014343.1	Pseudomonas putida
NZ_CP014346.1	Mycoplasma mycoides
NZ_CP014348.1	Escherichia coli
NZ_CP014349.1	Borrelia hermsii
NZ_CP014352.1	Acidipropionibacterium acidipropionici
NZ_CP014356.1	Salmonella enterica
NZ_CP014358.1	Salmonella enterica
NZ_CP014360.1	Methylomonas sp.
NZ_CP014474.1	Serratia rubidaea
NZ_CP014475.1	Mycobacterium phlei
NZ_CP014476.1	Methylomonas denitrificans
NZ_CP014477.1	Acinetobacter pittii
NZ_CP014485.1	Streptomyces albus
NZ_CP014488.1	Escherichia coli
NZ_CP014497.1	Escherichia coli
NZ_CP014504.1	Pedobacter cryoconitis
NZ_CP014505.1	Burkholderia sp.
NZ_CP014506.1	Burkholderia sp.
NZ_CP014507.1	Burkholderia sp.
NZ_CP014513.1	Frondihabitans sp.
NZ_CP014517.1	Variovorax sp.
NZ_CP014518.1	Sinomonas atrocyanea
NZ_CP014522.1	Escherichia coli
NZ_CP014525.1	Haematospirillum jordaniae
NZ_CP014528.1	Acinetobacter baumannii
NZ_CP014529.1	Enterococcus faecium
NZ_CP014536.1	Salmonella enterica
NZ_CP014538.1	Acinetobacter baumannii
NZ_CP014539.1	Acinetobacter baumannii
NZ_CP014540.1	Acinetobacter baumannii
NZ_CP014541.1	Acinetobacter baumannii
NZ_CP014543.1	Corynebacterium pseudotuberculosis
NZ_CP014544.1	Zhongshania aliphaticivorans
NZ_CP014545.1	Sphingorhabdus sp.
NZ_CP014546.1	Pseudomonas azotoformans
NZ_CP014566.1	Mycobacterium bovis
NZ_CP014568.1	Campylobacter fetus
NZ_CP014578.1	Burkholderia sp.
NZ_CP014579.1	Burkholderia sp.
NZ_CP014583.1	Escherichia coli
NZ_CP014595.1	Yangia sp.
NZ_CP014596.1	Yangia sp.
NZ_CP014608.1	Obesumbacterium proteus
NZ_CP014609.1	Solibacillus silvestris
NZ_CP014610.1	Leuconostoc mesenteroides
NZ_CP014616.1	Sporosarcina psychrophila
NZ_CP014618.1	Pasteurella multocida
NZ_CP014620.1	Salmonella enterica
NZ_CP014623.1	Lactobacillus backii
NZ_CP014634.1	Corynebacterium simulans
NZ_CP014635.1	Corynebacterium simulans
NZ_CP014643.1	Lysinibacillus sphaericus
NZ_CP014646.1	Thauera humireducens
NZ_CP014647.1	Klebsiella pneumoniae
NZ_CP014657.1	Salmonella enterica
NZ_CP014661.1	Salmonella enterica
NZ_CP014664.1	Salmonella enterica
NZ_CP014665.1	Salmonella enterica
NZ_CP014667.1	Escherichia coli
NZ_CP014671.1	Immundisolibacter cernigliae
NZ_CP014672.1	[Clostridium] stercorarium
NZ_CP014673.1	[Clostridium] stercorarium
NZ_CP014674.1	Kozakia baliensis
NZ_CP014681.1	Kozakia baliensis
NZ_CP014693.1	Pseudomonas brassicacearum
NZ_CP014696.2	Klebsiella quasipneumoniae
NZ_CP014699.1	Streptococcus pantholopis
NZ_CP014700.1	Bacillus amyloliquefaciens
NZ_CP014702.1	Ralstonia solanacearum
NZ_CP014704.1	Clostridium butyricum
NZ_CP014705.1	Clostridium butyricum
NZ_CP014742.1	Campylobacter jejuni
NZ_CP014744.1	Campylobacter jejuni
NZ_CP014754.1	Marinobacter sp.
NZ_CP014755.1	Klebsiella pneumoniae
NZ_CP014760.1	Legionella pneumophila
NZ_CP014761.1	Leifsonia xyli
NZ_CP014762.1	Klebsiella pneumoniae
NZ_CP014766.1	Pontibacter akesuensis
NZ_CP014768.1	Shigella sp.
NZ_CP014771.1	Hymenobacter sp.
NZ_CP014773.1	Mucilaginibacter sp.
NZ_CP014774.1	Aeromonas veronii
NZ_CP014780.1	Lactobacillus plantarum
NZ_CP014781.1	Bacillus licheniformis
NZ_CP014783.1	Bacillus amyloliquefaciens
NZ_CP014784.1	Pseudomonas alcaligenes
NZ_CP014786.1	Lactobacillus reuteri
NZ_CP014790.1	Listeria monocytogenes
NZ_CP014791.1	Staphylococcus aureus
NZ_CP014796.1	Salipiger profundus
NZ_CP014805.2	Elizabethkingia anophelis
NZ_CP014806.1	Rummeliibacillus stabekisii
NZ_CP014835.1	Streptococcus halotolerans
NZ_CP014840.1	Bacillus subtilis
NZ_CP014841.1	Dyella thiooxydans
NZ_CP014847.1	Bacillus thuringiensis
NZ_CP014856.1	Lysinibacillus sphaericus
NZ_CP014859.1	Actinoalloteichus hymeniacidonis
NZ_CP014861.1	Erysipelothrix rhusiopathiae
NZ_CP014864.1	Microbulbifer thermotolerans
NZ_CP014865.1	Rickettsia prowazekii
NZ_CP014867.1	Pseudomonas chlororaphis
NZ_CP014869.1	Brevibacterium linens
NZ_CP014870.1	Pseudomonas silesiensis
NZ_CP014872.1	Lactobacillus lindneri
NZ_CP014873.1	Lactobacillus backii
NZ_CP014881.1	Lactobacillus backii
NZ_CP014890.1	Lactobacillus backii
NZ_CP014899.1	Lactobacillus backii
NZ_CP014907.1	Lactobacillus lindneri
NZ_CP014912.1	Lactobacillus paracollinoides
NZ_CP014915.1	Lactobacillus paracollinoides
NZ_CP014924.1	Lactobacillus paracollinoides
NZ_CP014933.1	Pediococcus claussenii
NZ_CP014936.1	Pediococcus claussenii
NZ_CP014944.1	Colwellia sp.
NZ_CP014945.1	Psychrobacter alimentarius
NZ_CP014947.1	Pseudomonas koreensis
NZ_CP014948.1	Pseudomonas aeruginosa
NZ_CP014949.1	Enterococcus faecalis
NZ_CP014950.1	Mycobacteroides abscessus
NZ_CP014951.1	Mycobacteroides abscessus
NZ_CP014952.1	Mycobacteroides abscessus
NZ_CP014953.1	Mycobacteroides abscessus
NZ_CP014954.1	Mycobacteroides abscessus
NZ_CP014955.1	Mycobacteroides abscessus
NZ_CP014956.1	Mycobacteroides abscessus
NZ_CP014957.1	Mycobacteroides abscessus
NZ_CP014958.1	Mycobacteroides abscessus
NZ_CP014959.1	Mycobacteroides abscessus
NZ_CP014960.1	Mycobacteroides abscessus
NZ_CP014961.1	Mycobacteroides abscessus
NZ_CP014963.1	Geobacter anodireducens
NZ_CP014965.1	Salmonella enterica
NZ_CP014967.1	Salmonella enterica
NZ_CP014969.1	Salmonella enterica
NZ_CP014975.1	Salmonella enterica
NZ_CP014977.1	Salmonella enterica
NZ_CP014981.1	Salmonella enterica
NZ_CP014983.1	Salmonella enterica
NZ_CP014984.1	Corynebacterium glutamicum
NZ_CP014989.1	Serinicoccus sp.
NZ_CP014991.1	Helicobacter himalayensis
NZ_CP014994.1	Salmonella enterica
NZ_CP014996.1	Salmonella enterica
NZ_CP014998.1	Corynebacterium pseudotuberculosis
NZ_CP014999.1	Pseudomonas aeruginosa
NZ_CP015001.1	Pseudomonas aeruginosa
NZ_CP015002.1	Pseudomonas aeruginosa
NZ_CP015003.1	Pseudomonas aeruginosa
NZ_CP015004.1	Bacillus subtilis
NZ_CP015005.1	Aminobacter aminovorans
NZ_CP015016.1	Polynucleobacter asymbioticus
NZ_CP015017.1	Polynucleobacter asymbioticus
NZ_CP015018.1	Polynucleobacter asymbioticus
NZ_CP015020.1	Escherichia coli
NZ_CP015023.1	Escherichia coli
NZ_CP015024.1	Salmonella enterica
NZ_CP015025.1	Klebsiella pneumoniae
NZ_CP015033.1	Burkholderia cenocepacia
NZ_CP015034.1	Burkholderia cenocepacia
NZ_CP015035.1	Burkholderia cenocepacia
NZ_CP015036.1	Burkholderia cenocepacia
NZ_CP015037.1	Burkholderia cenocepacia
NZ_CP015062.1	Mesorhizobium ciceri
NZ_CP015064.1	Mesorhizobium ciceri
NZ_CP015066.2	Elizabethkingia anophelis
NZ_CP015067.2	Elizabethkingia anophelis
NZ_CP015068.2	Elizabethkingia anophelis
NZ_CP015069.1	Escherichia coli
NZ_CP015074.2	Escherichia coli
NZ_CP015076.1	Escherichia coli
NZ_CP015079.1	Nocardioides dokdonensis
NZ_CP015080.1	Desulfuromonas sp.
NZ_CP015081.1	Deinococcus radiodurans
NZ_CP015082.1	Deinococcus radiodurans
NZ_CP015093.1	Pelagibaca abyssi
NZ_CP015098.1	Streptomyces sp.
NZ_CP015099.1	[Haemophilus] parasuis
NZ_CP015100.1	Corynebacterium pseudotuberculosis
NZ_CP015107.1	Flavobacterium columnare
NZ_CP015110.1	Acinetobacter sp.
NZ_CP015113.1	Kosakonia radicincitans
NZ_CP015114.1	Staphylococcus condimenti
NZ_CP015115.1	Ralstonia solanacearum
NZ_CP015117.1	Pseudomonas aeruginosa
NZ_CP015124.1	Phaeobacter gallaeciensis
NZ_CP015125.1	Dokdonia donghaensis
NZ_CP015126.1	Lactobacillus plantarum
NZ_CP015130.1	Klebsiella pneumoniae
NZ_CP015134.1	Klebsiella pneumoniae
NZ_CP015137.1	Dickeya solani
NZ_CP015138.1	Escherichia coli
NZ_CP015145.1	Acinetobacter pittii
NZ_CP015149.1	Maize bushy
NZ_CP015150.1	Bacillus thuringiensis
NZ_CP015157.1	Salmonella enterica
NZ_CP015159.1	Escherichia coli
NZ_CP015164.1	Acetobacter pasteurianus
NZ_CP015168.1	Acetobacter pasteurianus
NZ_CP015172.1	Cellulophaga lytica
NZ_CP015173.1	Staphylococcus aureus
NZ_CP015176.1	Bacillus thuringiensis
NZ_CP015183.1	Corynebacterium pseudotuberculosis
NZ_CP015184.1	Corynebacterium pseudotuberculosis
NZ_CP015185.1	Corynebacterium pseudotuberculosis
NZ_CP015186.1	Corynebacterium pseudotuberculosis
NZ_CP015187.1	Corynebacterium pseudotuberculosis
NZ_CP015188.1	Corynebacterium pseudotuberculosis
NZ_CP015189.1	Corynebacterium pseudotuberculosis
NZ_CP015190.1	Corynebacterium pseudotuberculosis
NZ_CP015191.1	Corynebacterium pseudotuberculosis
NZ_CP015192.1	Corynebacterium pseudotuberculosis
NZ_CP015196.1	Streptococcus marmotae
NZ_CP015199.1	Chryseobacterium glaciei
NZ_CP015202.1	Pseudomonas putida
NZ_CP015206.1	Pediococcus acidilactici
NZ_CP015209.1	Campylobacter jejuni
NZ_CP015210.1	Rhodobacter sphaeroides
NZ_CP015211.1	Rhodobacter sphaeroides
NZ_CP015217.1	Leptospira alstonii
NZ_CP015218.1	Leptospira alstonii
NZ_CP015219.1	Rhodococcus sp.
NZ_CP015220.1	Rhodococcus sp.
NZ_CP015222.1	Bacillus subtilis
NZ_CP015224.1	Lysinibacillus sphaericus
NZ_CP015226.1	Bacillus sp.
NZ_CP015227.1	Enterobacter sp.
NZ_CP015228.1	Escherichia coli
NZ_CP015229.1	Escherichia coli
NZ_CP015230.1	Ruegeria mobilis
NZ_CP015235.1	Rhodococcus fascians
NZ_CP015238.2	Streptococcus pyogenes
NZ_CP015240.1	Escherichia coli
NZ_CP015241.1	Escherichia coli
NZ_CP015243.1	Halotalea alkalilenta
NZ_CP015247.1	Leuconostoc mesenteroides
NZ_CP015249.1	Dokdonella koreensis
NZ_CP015285.1	Azospirillum humicireducens
NZ_CP015294.1	Chlamydia trachomatis
NZ_CP015296.1	Chlamydia trachomatis
NZ_CP015298.1	Chlamydia trachomatis
NZ_CP015300.1	Chlamydia trachomatis
NZ_CP015302.1	Chlamydia trachomatis
NZ_CP015304.1	Chlamydia trachomatis
NZ_CP015306.1	Chlamydia trachomatis
NZ_CP015308.1	Lactobacillus plantarum
NZ_CP015309.1	Corynebacterium pseudotuberculosis
NZ_CP015318.1	Mesorhizobium amorphae
NZ_CP015342.1	Legionella pneumophila
NZ_CP015343.1	Legionella pneumophila
NZ_CP015344.1	Legionella pneumophila
NZ_CP015345.1	Alteromonas stellipolaris
NZ_CP015346.1	Alteromonas stellipolaris
NZ_CP015347.1	Proteus mirabilis
NZ_CP015350.1	Bacillus thuringiensis
NZ_CP015364.1	Acinetobacter baumannii
NZ_CP015367.1	Methylobacterium phyllosphaerae
NZ_CP015371.1	Pandoraea pnomenusa
NZ_CP015375.1	Bacillus subtilis
NZ_CP015376.1	Anaplasma phagocytophilum
NZ_CP015377.1	Pseudomonas aeruginosa
NZ_CP015378.1	Fictibacillus phosphorivorans
NZ_CP015379.1	Hafnia alvei
NZ_CP015381.1	Desulfococcus multivorans
NZ_CP015382.1	Klebsiella pneumoniae
NZ_CP015385.1	Klebsiella pneumoniae
NZ_CP015398.1	Lactobacillus brevis
NZ_CP015411.1	Pseudoalteromonas luteoviolacea
NZ_CP015412.1	Pseudoalteromonas luteoviolacea
NZ_CP015413.1	Pseudoalteromonas luteoviolacea
NZ_CP015414.1	Pseudoalteromonas luteoviolacea
NZ_CP015415.1	Pseudoalteromonas luteoviolacea
NZ_CP015416.1	Pseudoalteromonas luteoviolacea
NZ_CP015418.1	Rhodovulum sulfidophilum
NZ_CP015421.1	Rhodovulum sulfidophilum
NZ_CP015423.1	Paenibacillus polymyxa
NZ_CP015424.1	[Haemophilus] ducreyi
NZ_CP015425.1	[Haemophilus] ducreyi
NZ_CP015426.1	[Haemophilus] ducreyi
NZ_CP015427.1	[Haemophilus] ducreyi
NZ_CP015428.1	[Haemophilus] ducreyi
NZ_CP015429.1	[Haemophilus] ducreyi
NZ_CP015430.1	[Haemophilus] ducreyi
NZ_CP015431.1	[Haemophilus] ducreyi
NZ_CP015432.1	[Haemophilus] ducreyi
NZ_CP015433.1	[Haemophilus] ducreyi
NZ_CP015434.1	[Haemophilus] ducreyi
NZ_CP015435.1	Anoxybacillus sp.
NZ_CP015436.1	Anoxybacillus sp.
NZ_CP015438.1	Anoxybacillus amylolyticus
NZ_CP015443.1	Bacillus velezensis
NZ_CP015455.1	Pelobacter acetylenicus
NZ_CP015495.1	Mycobacterium avium
NZ_CP015500.1	Klebsiella pneumoniae
NZ_CP015506.1	Bacillus oceanisediminis
NZ_CP015511.1	Brevundimonas sp.
NZ_CP015515.1	Rathayibacter tritici
NZ_CP015516.1	Enterococcus hirae
NZ_CP015519.1	Pelobacter sp.
NZ_CP015521.1	Sphingomonas sp.
NZ_CP015528.1	Campylobacter coli
NZ_CP015529.1	Rhodococcus sp.
NZ_CP015557.1	Streptococcus suis
NZ_CP015575.1	Campylobacter hyointestinalis
NZ_CP015576.1	Campylobacter hyointestinalis
NZ_CP015577.1	Campylobacter iguaniorum
NZ_CP015583.1	Roseomonas gilardii
NZ_CP015584.1	Roseomonas gilardii
NZ_CP015588.1	Streptomyces alfalfae
NZ_CP015589.1	Bacillus cereus
NZ_CP015594.1	Acinetobacter sp.
NZ_CP015596.1	Mycobacterium sp.
NZ_CP015600.1	Pseudomonas antarctica
NZ_CP015607.1	Bacillus safensis
NZ_CP015610.1	Bacillus safensis
NZ_CP015613.1	Serratia plymuthica
NZ_CP015614.1	Brevundimonas naejangsanensis
NZ_CP015615.1	Acinetobacter schindleri
NZ_CP015622.1	Corynebacterium crudilactis
NZ_CP015626.1	Staphylococcus pseudintermedius
NZ_CP015637.1	Pseudomonas fluorescens
NZ_CP015638.1	Pseudomonas fluorescens
NZ_CP015639.1	Pseudomonas fluorescens
NZ_CP015641.1	Pseudomonas stutzeri
NZ_CP015645.1	Staphylococcus aureus
NZ_CP015646.1	Staphylococcus aureus
NZ_CP015724.1	Salmonella enterica
NZ_CP015726.1	Streptomyces sp.
NZ_CP015731.1	Exiguobacterium sp.
NZ_CP015732.1	Arthrobacter sp.
NZ_CP015736.1	Shinella sp.
NZ_CP015749.1	Pectobacterium parmentieri
NZ_CP015750.1	Pectobacterium wasabiae
NZ_CP015753.1	Klebsiella pneumoniae
NZ_CP015756.1	Clostridium estertheticum
NZ_CP015759.1	Bordetella pertussis
NZ_CP015760.1	Bordetella pertussis
NZ_CP015761.1	Bordetella pertussis
NZ_CP015762.1	Bordetella pertussis
NZ_CP015763.1	Bordetella pertussis
NZ_CP015764.1	Bordetella pertussis
NZ_CP015765.1	Bordetella pertussis
NZ_CP015766.1	Bordetella pertussis
NZ_CP015767.1	Bordetella pertussis
NZ_CP015768.1	Bordetella pertussis
NZ_CP015769.1	Bordetella pertussis
NZ_CP015770.1	Bordetella pertussis
NZ_CP015771.1	Bordetella pertussis
NZ_CP015772.1	Niabella ginsenosidivorans
NZ_CP015773.2	Mycobacterium bovis
NZ_CP015775.1	Ochrobactrum pseudogrignonense
NZ_CP015776.1	Ochrobactrum pseudogrignonense
NZ_CP015779.1	Bacillus anthracis
NZ_CP015780.1	Borrelia mayonii
NZ_CP015796.1	Borrelia mayonii
NZ_CP015810.1	Microbacterium chocolatum
NZ_CP015822.1	Klebsiella pneumoniae
NZ_CP015831.1	Escherichia coli
NZ_CP015832.1	Escherichia coli
NZ_CP015834.1	Escherichia coli
NZ_CP015839.1	Marinobacterium sp.
NZ_CP015842.1	Escherichia coli
NZ_CP015846.1	Escherichia coli
NZ_CP015849.1	Streptomyces sp.
NZ_CP015850.1	Ralstonia solanacearum
NZ_CP015852.1	Pseudomonas koreensis
NZ_CP015857.1	Lactobacillus plantarum
NZ_CP015866.1	Streptomyces parvulus
NZ_CP015876.1	Pseudomonas putida
NZ_CP015877.1	Pseudomonas aeruginosa
NZ_CP015878.1	Pseudomonas citronellolis
NZ_CP015880.1	Ensifer adhaerens
NZ_CP015910.2	Brachyspira hyodysenteriae
NZ_CP015911.1	Bacillus velezensis
NZ_CP015912.1	Escherichia coli
NZ_CP015918.1	Pediococcus pentosaceus
NZ_CP015923.1	Salmonella enterica
NZ_CP015924.1	Salmonella enterica
NZ_CP015925.1	Legionella pneumophila
NZ_CP015926.1	Legionella pneumophila
NZ_CP015927.1	Legionella pneumophila
NZ_CP015928.1	Legionella pneumophila
NZ_CP015929.1	Legionella pneumophila
NZ_CP015930.1	Legionella pneumophila
NZ_CP015931.1	Legionella pneumophila
NZ_CP015932.1	Legionella pneumophila
NZ_CP015933.1	Legionella pneumophila
NZ_CP015934.1	Legionella pneumophila
NZ_CP015935.1	Legionella pneumophila
NZ_CP015936.1	Legionella pneumophila
NZ_CP015937.1	Legionella pneumophila
NZ_CP015938.1	Legionella pneumophila
NZ_CP015939.1	Legionella pneumophila
NZ_CP015941.1	Legionella pneumophila
NZ_CP015944.1	Legionella pneumophila
NZ_CP015945.1	Legionella pneumophila
NZ_CP015946.1	Legionella pneumophila
NZ_CP015947.1	Legionella pneumophila
NZ_CP015949.1	Legionella pneumophila
NZ_CP015950.1	Legionella pneumophila
NZ_CP015951.1	Legionella pneumophila
NZ_CP015953.1	Legionella pneumophila
NZ_CP015954.1	Legionella pneumophila
NZ_CP015955.1	Legionella pneumophila
NZ_CP015956.1	Legionella pneumophila
NZ_CP015961.1	Dietzia timorensis
NZ_CP015963.1	Altererythrobacter ishigakiensis
NZ_CP015966.1	Lactobacillus plantarum
NZ_CP015970.1	Acidipropionibacterium acidipropionici
NZ_CP015971.1	Arachidicoccus sp.
NZ_CP015975.1	Bacillus subtilis
NZ_CP015986.1	Sphingobium sp.
NZ_CP015987.1	Sphingobium sp.
NZ_CP015990.1	Klebsiella pneumoniae
NZ_CP015992.1	Pseudomonas sp.
NZ_CP015995.1	Escherichia coli
NZ_CP016007.1	Escherichia coli
NZ_CP016010.1	Salmonella enterica
NZ_CP016012.1	Salmonella enterica
NZ_CP016014.1	Salmonella enterica
NZ_CP016015.1	Neisseria gonorrhoeae
NZ_CP016016.1	Neisseria gonorrhoeae
NZ_CP016017.1	Neisseria gonorrhoeae
NZ_CP016018.1	Escherichia coli
NZ_CP016019.1	Bifidobacterium longum
NZ_CP016020.1	Bacillus weihaiensis
NZ_CP016022.1	Ralstonia insidiosa
NZ_CP016023.1	Ralstonia insidiosa
NZ_CP016026.1	Streptococcus thermophilus
NZ_CP016027.1	Halothiobacillus sp.
NZ_CP016028.1	Lactobacillus curvatus
NZ_CP016029.2	Legionella pneumophila
NZ_CP016030.2	Legionella pneumophila
NZ_CP016033.1	Porphyrobacter neustonensis
NZ_CP016043.1	Edwardsiella hoshinae
NZ_CP016044.1	Edwardsiella piscicida
NZ_CP016071.1	Lactobacillus plantarum
NZ_CP016072.1	Staphylococcus pseudintermedius
NZ_CP016073.1	Staphylococcus pseudintermedius
NZ_CP016076.1	Actinoalloteichus sp.
NZ_CP016077.1	Actinoalloteichus sp.
NZ_CP016079.1	Mesorhizobium loti
NZ_CP016094.1	Lacunisphaera limnophila
NZ_CP016159.1	Klebsiella pneumoniae
NZ_CP016162.1	Pseudomonas alcaliphila
NZ_CP016170.1	Bordetella bronchialis
NZ_CP016171.1	Bordetella bronchialis
NZ_CP016172.1	Bordetella flabilis
NZ_CP016174.1	Amycolatopsis orientalis
NZ_CP016176.1	Xenorhabdus hominickii
NZ_CP016177.1	Vibrio breoganii
NZ_CP016178.1	Vibrio breoganii
NZ_CP016188.1	Mycobacteroides abscessus
NZ_CP016189.1	Mycobacteroides immunogenum
NZ_CP016190.1	Mycobacteroides abscessus
NZ_CP016191.1	Mycobacteroides abscessus
NZ_CP016192.1	Mycobacteroides abscessus
NZ_CP016193.1	Mycobacteroides abscessus
NZ_CP016210.1	Azoarcus olearius
NZ_CP016212.1	Pseudomonas putida
NZ_CP016213.1	Listeria monocytogenes
NZ_CP016214.1	Pseudomonas aeruginosa
NZ_CP016224.1	Vibrio alginolyticus
NZ_CP016225.1	Vibrio alginolyticus
NZ_CP016268.1	Woeseia oceani
NZ_CP016269.1	Flavobacteriaceae bacterium
NZ_CP016273.1	Yersinia pestis
NZ_CP016277.1	Flavobacterium columnare
NZ_CP016279.1	Streptomyces griseochromogenes
NZ_CP016282.1	Cryobacterium arcticum
NZ_CP016294.1	Stenotrophomonas rhizophila
NZ_CP016295.1	Acinetobacter baumannii
NZ_CP016298.1	Acinetobacter baumannii
NZ_CP016300.1	Acinetobacter baumannii
NZ_CP016307.1	Vibrio scophthalmi
NZ_CP016308.1	Vibrio scophthalmi
