#ID	ACCESSION	ORGANISM	START	END	SEQUENCE	INSERTION	REFERENCE	DETECTION
1756	NC_003485.1	Streptococcus pyogenes MGAS8232	1471287	1476924				
1757	NC_007946.1	Escherichia coli UTI89	4865615	4892341				
1758	NC_008595.1	Mycobacterium avium 104	2749273	2753754				
1759	NC_002947.3		3621850	3631999				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=50.9
1760	NC_010400.1		2272056	2296734				islandpick=100.0;SIGI-HMM=11.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=100.0
1761	NC_010501.1	Pseudomonas putida W619	3435127	3446655				
1762	NC_006905.1	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	2778794	2794252				
1763	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	15591	19698				
1764	NC_010501.1		2213551	2224017				islandpick=100.0;SIGI-HMM=76.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=94.8
1765	NC_009485.1		1115672	1124611				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=31.6
1766	NC_010334.1	Shewanella halifaxensis HAW-EB4	629042	637906				
1767	NC_010322.1		1959529	1981738				islandpick=100.0;SIGI-HMM=22.2;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=74.7
1768	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	4796302	4813560				
1769	NC_007946.1		5009432	5025750				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=73.8;Alien_Hunter=100.0
1770	NC_008022.1	Streptococcus pyogenes MGAS10270	546735	551958				
1771	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2419343	2435129				
1772	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2040770	2045001				
1773	NC_009080.1	Burkholderia mallei NCTC 10247 chromosome I, complete sequence.	2055455	2061393				
1774	NC_008750.1	Shewanella sp. W3-18-1	2250709	2272262				
1775	NC_009783.1	Vibrio harveyi ATCC BAA-1116 chromosome I, complete sequence.	2600841	2612840				
1776	NC_002655.2		1344387	1392488				islandpick=100.0;SIGI-HMM=35.8;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=34.7;Alien_Hunter=60.1
1777	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1439030	1454417				
1778	NC_007946.1	Escherichia coli UTI89	4524334	4531723				
1779	NC_002655.2		2777421	2787075				islandpick=100.0;SIGI-HMM=34.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
1780	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	743168	749120				
1781	NC_009485.1	Bradyrhizobium sp. BTAi1	8089028	8100938				
1782	NC_010501.1	Pseudomonas putida W619	2619052	2633833				
1783	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2159293	2164316				
1784	NC_010612.1	Mycobacterium marinum M	4676603	4682604				
1785	NC_010612.1	Mycobacterium marinum M	1760788	1770102				
1786	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1516431	1520972				
1787	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	1904491	1916439				
1788	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1557880	1564656				
1789	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	308878	323982				
1790	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1777109	1812764			Hurley et al., 2006, BMC Genomics	
1791	NC_004070.1	Streptococcus pyogenes MGAS315	1004680	1011833				
1792	NC_007946.1	Escherichia coli UTI89	263990	268768				
1793	NC_009708.1		2509173	2519054				islandpick=100.0;SIGI-HMM=20.4;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=22.5;Alien_Hunter=46.3
1794	NC_009783.1	Vibrio harveyi ATCC BAA-1116 chromosome I, complete sequence.	3001487	3009520				
1795	NC_003197.1		2732793	2749788				islandpick=100.0;SIGI-HMM=6.6;Centroid=0.0;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
1796	NC_010184.1	Bacillus weihenstephanensis KBAB4	3663451	3673934				
1797	NC_008595.1	Mycobacterium avium 104	1853391	1868444				
1798	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1355728	1361458				
1799	NC_007946.1	Escherichia coli UTI89	1395307	1400088				
1800	NC_009665.1		4735185	4747008				islandpick=100.0;SIGI-HMM=0.0;Centroid=100.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1801	NC_009485.1		7634689	7643163				islandpick=100.0;SIGI-HMM=0.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1802	NC_008258.1	Shigella flexneri 5 str. 8401	1930410	1937837				
1803	NC_005945.1	Bacillus anthracis str. Sterne	4843051	4859723				
1804	NC_009076.1	Burkholderia pseudomallei 1106a chromosome I, complete sequence.	2065848	2075273				
1805	NC_008563.1	Escherichia coli APEC O1	1195789	1215854				
1806	NC_010322.1	Pseudomonas putida GB-1	3862293	3873077				
1807	NC_007005.1	Pseudomonas syringae pv. syringae B728a	5371840	5382541				
1808	NC_007946.1	Escherichia coli UTI89	3293984	3306245				
1809	NC_010159.1	Yersinia pestis Angola	2487602	2492735				
1810	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1739487	1745041				
1811	NC_003923.1	Staphylococcus aureus subsp. aureus MW2	416307	450787			Baba et al., 2002, The Lancet	
1812	NC_009485.1	Bradyrhizobium sp. BTAi1	1573758	1579224				
1813	NC_007510.1		1901832	1910083				islandpick=100.0;SIGI-HMM=2.6;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=31.8
1814	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2158174	2203951			Hayashi et al., 2001, DNA Res	
1815	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	288290	297901				
1816	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1396312	1400806				
1817	NC_010582.1	Streptococcus pneumoniae CGSP14	174122	179207				
1818	NC_008390.1	Burkholderia cepacia AMMD chromosome 1, complete sequence.	1347368	1352590				
1819	NC_007778.1		3533133	3546898				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
1820	NC_010612.1	Mycobacterium marinum M	4658255	4674361				
1821	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1729554	1739259				
1822	NC_008750.1		1321439	1334143				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=82.4;Alien_Hunter=95.9
1823	NC_004741.1	Shigella flexneri 2a str. 2457T	1905705	1910183				
1824	NC_002655.2		1652294	1662119				islandpick=100.0;SIGI-HMM=16.0;Centroid=100.0;DIMOB=9.7;PAI_IDA=0.0;DINUC=91.9;Alien_Hunter=100.0
1825	NC_008024.1	Streptococcus pyogenes MGAS10750	1621460	1670326				
1826	NC_003047.1	Sinorhizobium meliloti 1021	660909	667860				
1827	NC_009485.1	Bradyrhizobium sp. BTAi1	1022961	1048746				
1828	NC_009445.1	Bradyrhizobium sp. ORS278	5003303	5008254				
1829	NC_008595.1	Mycobacterium avium 104	5256513	5261059				
1830	NC_007778.1		4673597	4685836				islandpick=100.0;SIGI-HMM=27.3;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=98.6
1831	NC_009512.1	Pseudomonas putida F1	4102839	4107356				
1832	NC_009485.1		1341485	1353164				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
1833	NC_008750.1	Shewanella sp. W3-18-1	2330954	2355834				
1834	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1582196	1586859				
1835	NC_010465.1	Yersinia pseudotuberculosis YPIII	448572	460062				
1836	NC_010501.1	Pseudomonas putida W619	915157	926649				
1837	NC_008595.1	Mycobacterium avium 104	2236140	2241697				
1838	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2956617	2961804				
1839	NC_008321.1	Shewanella sp. MR-4	3932527	3937616				
1840	NC_004431.1	Escherichia coli CFT073	2264034	2274461				
1841	NC_009080.1	Burkholderia mallei NCTC 10247 chromosome I, complete sequence.	1691652	1700079				
1842	NC_004431.1	Escherichia coli CFT073	2287343	2295420				
1843	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	2176900	2183757				
1844	NC_010501.1	Pseudomonas putida W619	1530247	1544046				
1845	NC_009512.1	Pseudomonas putida F1	5658409	5675521				
1846	NC_008390.1	Burkholderia cepacia AMMD chromosome 1, complete sequence.	1809858	1816018				
1847	NC_009801.1	Escherichia coli E24377A	300565	305039				
1848	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	345345	366558				
1849	NC_004631.1		4689234	4699499				islandpick=100.0;SIGI-HMM=32.1;Centroid=7.5;DIMOB=0.0;PAI_IDA=0.0;DINUC=99.6;Alien_Hunter=99.1
1850	NC_004070.1	Streptococcus pyogenes MGAS315	975316	1015416			Beres et al., 2002, PNAS	
1851	NC_010322.1	Pseudomonas putida GB-1	5377891	5389629				
1852	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	2524118	2529390				
1853	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2192659	2206675				
1854	NC_007146.2	Haemophilus influenzae 86-028NP	124918	129687				
1855	NC_008750.1	Shewanella sp. W3-18-1	3308132	3342855				
1856	NC_009445.1	Bradyrhizobium sp. ORS278	3407596	3417795				
1857	NC_004741.1	Shigella flexneri 2a str. 2457T	3059768	3065176				
1858	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	134022	138239				
1859	NC_010498.1	Escherichia coli SECEC SMS-3-5	955639	970767				
1860	NC_010501.1	Pseudomonas putida W619	3027430	3032774				
1861	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	715935	732174				
1862	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	1004541	1020617				
1863	NC_008563.1		3315878	3325238				islandpick=100.0;SIGI-HMM=71.8;Centroid=98.7;DIMOB=100.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=95.4
1864	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2593668	2600855				
1865	NC_008563.1	Escherichia coli APEC O1	2939016	2943779				
1866	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5092482	5101608				
1867	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	703806	709825				
1868	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	1166286	1181872				
1869	NC_008543.1	Burkholderia cenocepacia HI2424 chromosome 2, complete sequence.	2254695	2279292				
1870	NC_009445.1	Bradyrhizobium sp. ORS278	4598713	4604621				
1871	NC_007946.1	Escherichia coli UTI89	1244755	1253029				
1872	NC_004578.1		5383279	5392213				islandpick=100.0;SIGI-HMM=46.0;Centroid=47.2;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1873	NC_009052.1	Shewanella baltica OS155	4177052	4187631				
1874	NC_009512.1		4419647	4432014				islandpick=100.0;SIGI-HMM=100.0;Centroid=81.0;DIMOB=0.0;PAI_IDA=100.0;DINUC=0.0;Alien_Hunter=100.0
1875	NC_007510.1	Burkholderia sp. 383 chromosome 1, complete sequence.	1852381	1856702				
1876	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1533107	1541019				
1877	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	1517346	1522011				
1878	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	2240007	2256166			Hurley et al., 2006, BMC Genomics	
1879	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	973004	982448				
1880	NC_008563.1	Escherichia coli APEC O1	4596636	4604025				
1881	NC_003047.1	Sinorhizobium meliloti 1021	3399664	3438596				
1882	NC_007005.1	Pseudomonas syringae pv. syringae B728a	4411130	4419189				
1883	NC_009438.1	Shewanella putrefaciens CN-32	2254131	2273610				
1884	NC_003047.1	Sinorhizobium meliloti 1021	2483206	2496746				
1885	NC_010322.1	Pseudomonas putida GB-1	1823401	1859357				
1886	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2996932	3003974				
1887	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	1404418	1424623				
1888	NC_007005.1	Pseudomonas syringae pv. syringae B728a	3190920	3200696				
1889	NC_009342.1	Corynebacterium glutamicum R	592133	598295				
1890	NC_008595.1	Mycobacterium avium 104	469841	479599				
1891	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	875702	881649				
1892	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5223216	5230074				
1893	NC_010334.1	Shewanella halifaxensis HAW-EB4	2404126	2409158				
1894	NC_009256.1		2352623	2372056				islandpick=100.0;SIGI-HMM=29.7;Centroid=0.0;DIMOB=12.3;PAI_IDA=0.0;DINUC=12.3;Alien_Hunter=100.0
1895	NC_004606.1	Streptococcus pyogenes SSI-1	1138724	1147635				
1896	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	996088	1007958				
1897	NC_002516.2	Pseudomonas aeruginosa PAO1	1422382	1427216				
1898	NC_010473.1	Escherichia coli str. K-12 substr. DH10B	2648486	2655278				
1899	NC_008595.1	Mycobacterium avium 104	5173495	5250425				
1900	NC_007434.1		1791911	1809910				islandpick=100.0;SIGI-HMM=31.2;Centroid=56.1;DIMOB=0.0;PAI_IDA=72.7;DINUC=66.5;Alien_Hunter=100.0
1901	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	2348346	2356168				
1902	NC_008750.1		1285769	1314518				islandpick=100.0;SIGI-HMM=18.1;Centroid=14.7;DIMOB=17.2;PAI_IDA=49.5;DINUC=89.6;Alien_Hunter=100.0
1903	NC_009512.1	Pseudomonas putida F1	2435174	2441197				
1904	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1575927	1580114				
1905	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	1174479	1182281				
1906	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	1476863	1488488				
1907	NC_009445.1	Bradyrhizobium sp. ORS278	4605798	4618538				
1908	NC_010501.1	Pseudomonas putida W619	8417	12967				
1909	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	2355728	2363172				
1910	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	2666257	2672359				
1911	NC_010612.1	Mycobacterium marinum M	1722677	1733060				
1912	NC_007958.1	Rhodopseudomonas palustris BisB5	2818682	2823455				
1913	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	123949	146393				
1914	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1352805	1364666				
1915	NC_004431.1	Escherichia coli CFT073	2342644	2363818				
1916	NC_010501.1	Pseudomonas putida W619	4996727	5007573				
1917	NC_010465.1		1357137	1366835				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=100.0;Alien_Hunter=100.0
1918	NC_007778.1		1721902	1751002				islandpick=100.0;SIGI-HMM=36.5;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=1.3;Alien_Hunter=54.2
1919	NC_004431.1		4313542	4328985				islandpick=100.0;SIGI-HMM=29.7;Centroid=0.0;DIMOB=11.8;PAI_IDA=0.0;DINUC=11.8;Alien_Hunter=45.9
1920	NC_010612.1	Mycobacterium marinum M	3815685	3848626				
1921	NC_004631.1	Salmonella enterica subsp. enterica serovar Typhi Ty2	3508874	3513142				
1922	NC_009080.1	Burkholderia mallei NCTC 10247 chromosome I, complete sequence.	801176	806089				
1923	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2218820	2233627				
1924	NC_009708.1	Yersinia pseudotuberculosis IP 31758	4201306	4221908				
1925	NC_005773.3		2900978	2920080				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
1926	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	302488	361834			Parkhill et al., 2001, Nature	
1927	NC_002655.2		1433836	1452086				islandpick=100.0;SIGI-HMM=2.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.8
1928	NC_002695.1	Escherichia coli O157:H7 str. Sakai	3853555	3863175				
1929	NC_009512.1		4379970	4391076				islandpick=100.0;SIGI-HMM=100.0;Centroid=99.7;DIMOB=0.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1930	NC_010501.1	Pseudomonas putida W619	3362364	3371754				
1931	NC_007778.1	Rhodopseudomonas palustris HaA2	779128	784495				
1932	NC_010498.1	Escherichia coli SECEC SMS-3-5	2292325	2296506				
1933	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1671914	1724821				
1934	NC_006350.1		1322434	1334002				islandpick=100.0;SIGI-HMM=39.3;Centroid=0.0;DIMOB=24.8;PAI_IDA=0.0;DINUC=24.8;Alien_Hunter=100.0
1935	NC_010612.1	Mycobacterium marinum M	5632994	5637900				
1936	NC_002695.1	Escherichia coli O157:H7 str. Sakai	891110	898030				
1937	NC_002944.2	Mycobacterium avium subsp. paratuberculosis K-10	4191233	4197016				
1938	NC_009445.1	Bradyrhizobium sp. ORS278	879023	886202				
1939	NC_010322.1		3426231	3442844				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=55.9
1940	NC_005773.3	Pseudomonas syringae pv. phaseolicola 1448A	4296400	4312352				
1941	NC_010612.1	Mycobacterium marinum M	4269325	4275095				
1942	NC_009445.1	Bradyrhizobium sp. ORS278	1617912	1622752				
1943	NC_008253.1	Escherichia coli 536	4743953	4751947				
1944	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1307110	1311145				
1945	NC_006350.1	Burkholderia pseudomallei K96243 chromosome 1, complete sequence.	145456	165398				
1946	NC_008253.1	Escherichia coli 536	2950209	2978395				
1947	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	1612410	1654530				
1948	NC_010515.1		1629920	1643859				islandpick=100.0;SIGI-HMM=6.0;Centroid=57.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1949	NC_005773.3		2193046	2201201				islandpick=100.0;SIGI-HMM=100.0;Centroid=100.0;DIMOB=100.0;PAI_IDA=100.0;DINUC=100.0;Alien_Hunter=100.0
1950	NC_004070.1	Streptococcus pyogenes MGAS315	1311736	1349936			Beres et al., 2002, PNAS	
1951	NC_009080.1	Burkholderia mallei NCTC 10247 chromosome I, complete sequence.	921073	925450				
1952	NC_004741.1	Shigella flexneri 2a str. 2457T	692554	699706				
1953	NC_007958.1	Rhodopseudomonas palustris BisB5	2639612	2645753				
1954	NC_009485.1	Bradyrhizobium sp. BTAi1	1532435	1551571				
1955	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2530881	2536556				
1956	NC_009512.1	Pseudomonas putida F1	3266452	3277357				
1957	NC_004741.1	Shigella flexneri 2a str. 2457T	706669	717741				
1958	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	4460928	4474851				
1959	NC_007778.1	Rhodopseudomonas palustris HaA2	3495458	3506036				
1960	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	5101824	5109100				
1961	NC_003047.1	Sinorhizobium meliloti 1021	1836435	1845540				
1962	NC_010159.1	Yersinia pestis Angola	2293420	2297661				
1963	NC_010102.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7	1830159	1834754				
1964	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	2773830	2781458				
1965	NC_008577.1	Shewanella sp. ANA-3 chromosome 1, complete sequence.	2415659	2435556				
1966	NC_009256.1		1282077	1290217				islandpick=100.0;SIGI-HMM=91.2;Centroid=0.0;DIMOB=8.6;PAI_IDA=0.0;DINUC=8.6;Alien_Hunter=100.0
1967	NC_003997.3	Bacillus anthracis str. Ames	5004092	5011867				
1968	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	1133774	1139251				
1969	NC_002695.1	Escherichia coli O157:H7 str. Sakai	902901	928838				
1970	NC_009512.1	Pseudomonas putida F1	3351418	3369841				
1971	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2660917	2667530				
1972	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	1544274	1548765				
1973	NC_004431.1	Escherichia coli CFT073	1348578	1373084				
1974	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	3142060	3151112				
1975	NC_008750.1	Shewanella sp. W3-18-1	2532954	2538386				
1976	NC_009438.1	Shewanella putrefaciens CN-32	279024	295174				
1977	NC_002695.1	Escherichia coli O157:H7 str. Sakai	2926617	2940982				
1978	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	2624314	2630382				
1979	NC_008061.1	Burkholderia cenocepacia AU 1054 chromosome 2, complete sequence.	622572	627443				
1980	NC_009256.1		2299353	2317678				islandpick=100.0;SIGI-HMM=62.2;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=88.6;Alien_Hunter=100.0
1981	NC_010501.1		4984951	4993590				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=36.7;PAI_IDA=0.0;DINUC=36.7;Alien_Hunter=2.9
1982	NC_002695.1	Escherichia coli O157:H7 str. Sakai	1594570	1610032			Hayashi et al., 2001, DNA Res	
1983	NC_009512.1	Pseudomonas putida F1	2243159	2251430				
1984	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	431821	436812				
1985	NC_010515.1	Burkholderia cenocepacia MC0-3 chromosome 2, complete sequence.	1677815	1700338				
1986	NC_002947.3		4605993	4632481				islandpick=100.0;SIGI-HMM=21.9;Centroid=52.9;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=63.4
1987	NC_009438.1		4623976	4640565				islandpick=100.0;SIGI-HMM=16.0;Centroid=0.0;DIMOB=23.1;PAI_IDA=0.0;DINUC=23.1;Alien_Hunter=100.0
1988	NC_008595.1	Mycobacterium avium 104	1422167	1450123				
1989	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	958410	963485				
1990	NC_008819.1		814673	824227				islandpick=100.0;SIGI-HMM=24.7;Centroid=0.0;DIMOB=0.0;PAI_IDA=55.8;DINUC=63.5;Alien_Hunter=100.0
1991	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	907851	912120				
1992	NC_010612.1	Mycobacterium marinum M	3748855	3755904				
1993	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2667784	2673589				
1994	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	2249814	2264825				
1995	NC_007384.1	Shigella sonnei Ss046	3775486	3781859				
1996	NC_009801.1	Escherichia coli E24377A	4871121	4878555				
1997	NC_010084.1	Burkholderia multivorans ATCC 17616 chromosome 1, complete sequence.	384695	389165				
1998	NC_008258.1	Shigella flexneri 5 str. 8401	3863845	3872029				
1999	NC_003997.3	Bacillus anthracis str. Ames	4841714	4858386				
2000	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	3539124	3549058				
2001	NC_008060.1	Burkholderia cenocepacia AU 1054 chromosome 1, complete sequence.	2363785	2368236				
2002	NC_009342.1	Corynebacterium glutamicum R	2525520	2541790				
2003	NC_007651.1	Burkholderia thailandensis E264 chromosome I, complete sequence.	2646286	2651228				
2004	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	366650	374345				
2005	NC_008322.1	Shewanella sp. MR-7	2733623	2749042				
2006	NC_009052.1	Shewanella baltica OS155	916639	927354				
2007	NC_004603.1	Vibrio parahaemolyticus RIMD 2210633 chromosome I, complete sequence.	229457	247387			Boyd et al., 2008, BMC Microbiology	
2008	NC_009445.1	Bradyrhizobium sp. ORS278	1348879	1358229				
2009	NC_009485.1	Bradyrhizobium sp. BTAi1	1514404	1531852				
2010	NC_008463.1	Pseudomonas aeruginosa UCBPP-PA14	5251435	5298089				
2011	NC_009052.1	Shewanella baltica OS155	1446557	1461145				
2012	NC_009783.1	Vibrio harveyi ATCC BAA-1116 chromosome I, complete sequence.	307043	311360				
2013	NC_004368.1	Streptococcus agalactiae NEM316	411930	430713				
2014	NC_009485.1	Bradyrhizobium sp. BTAi1	1968929	1976237				
2015	NC_009485.1		2583276	2593056				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
2016	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	6365442	6370361				
2017	NC_004578.1	Pseudomonas syringae pv. tomato str. DC3000	3183993	3199540				
2018	NC_010167.1	Brucella suis ATCC 23445 chromosome II, complete sequence.	1385776	1398301				
2019	NC_003485.1	Streptococcus pyogenes MGAS8232	311382	323333				
2020	NC_004070.1	Streptococcus pyogenes MGAS315	1343116	1347994				
2021	NC_010612.1	Mycobacterium marinum M	3986249	4005570				
2022	NC_008750.1		2257042	2272262				islandpick=100.0;SIGI-HMM=0.0;Centroid=0.0;DIMOB=0.0;PAI_IDA=0.0;DINUC=0.0;Alien_Hunter=0.0
2023	NC_009256.1		2195121	2298627				islandpick=100.0;SIGI-HMM=30.2;Centroid=0.0;DIMOB=73.0;PAI_IDA=0.0;DINUC=73.0;Alien_Hunter=100.0
2024	NC_009074.1	Burkholderia pseudomallei 668 chromosome I, complete sequence.	3561985	3569633				
2025	NC_010501.1	Pseudomonas putida W619	2254021	2261354				
2026	NC_007005.1	Pseudomonas syringae pv. syringae B728a	2720669	2726553				
2027	NC_010184.1	Bacillus weihenstephanensis KBAB4	3184428	3190740				
2028	NC_008390.1	Burkholderia cepacia AMMD chromosome 1, complete sequence.	3097572	3112908				
2029	NC_010551.1	Burkholderia ambifaria MC40-6 chromosome 1, complete sequence.	1358158	1362202				
2030	NC_004631.1	Salmonella enterica subsp. enterica serovar Typhi Ty2	956416	978570				
2031	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	1634810	1641129				
2032	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	758708	768616				
2033	NC_002695.1	Escherichia coli O157:H7 str. Sakai	5359639	5390700				
2034	NC_003198.1	Salmonella enterica subsp. enterica serovar Typhi str. CT18	4706310	4716575				
2035	NC_007434.1	Burkholderia pseudomallei 1710b chromosome I, complete sequence.	814113	819045				
2036	NC_006905.1	Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67	2751823	2759486				
